ID,Class ID,Preferred Label,Synonyms,Definitions
TO:0000659,http://purl.obolibrary.org/obo/TO_0000659,phyllochron,,The time interval between the appearance of successive leaves (days/leaf) on the developing shoot.
TO:0000650,http://purl.obolibrary.org/obo/TO_0000650,lemma length,LEMLG (related),A lemma morphology trait  which is the length of the lemma .|Refer to length : A 1-D extent quality which is equal to the distance between two points.
TO:0000657,http://purl.obolibrary.org/obo/TO_0000657,spikelet morphology trait,,An inflorescence morphology trait  which is a quality of a spikelet .
TO:0000658,http://purl.obolibrary.org/obo/TO_0000658,days to silk,,"It is determined as the number of days from the seed sowing to the first visible silk (stigma) on the maize ear.|Depends on the study type. For a study with multiple plants, on average 50% of the plants must have exposed silks."
TO:0000632,http://purl.obolibrary.org/obo/TO_0000632,green plantlet yield frequency,GRNPTLYLDFQ (related),
TO:0000630,http://purl.obolibrary.org/obo/TO_0000630,pedicel length,PDCLG (related),Length of the pedicel.
TO:0000638,http://purl.obolibrary.org/obo/TO_0000638,spike width,SPIKEWD (related),An inflorescence width  trait which is the width of a spike inflorescence .
TO:0000631,http://purl.obolibrary.org/obo/TO_0000631,green plantlet differentiation frequency,GRNPTLDFQ (related),
TO:0000635,http://purl.obolibrary.org/obo/TO_0000635,popping expansion volume,popcorn volume (related)|POPEXPVOL (related),
TO:0000637,http://purl.obolibrary.org/obo/TO_0000637,TO_0000637,,
TO:0000634,http://purl.obolibrary.org/obo/TO_0000634,stem node number,NDNB (related),A stem morphology trait  which is the number of stem nodes .
TO:0000633,http://purl.obolibrary.org/obo/TO_0000633,relative total dry weight,RELTDWT (related),
TO:0000636,http://purl.obolibrary.org/obo/TO_0000636,relative shoot dry weight,RELSHDWT (related),
TO:0000639,http://purl.obolibrary.org/obo/TO_0000639,seed fertility,SDFRT (related)|percent seed fertility (related),
TO:0011007,http://purl.obolibrary.org/obo/TO_0011007,awn width,AWNWD (related),An awn morphology trait  which is the width of the awn .|Refer to width : A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.
TO:0011001,http://purl.obolibrary.org/obo/TO_0011001,leaf lamina color distribution,LFLCLDIST (related),"Describes the way different colors, their hue and shades are distributed on a leaf lamina and its parts such as leaf margin, leaf tip, leaf veins."
TO:0011008,http://purl.obolibrary.org/obo/TO_0011008,stigma length,STIGLG (related),A floral organ length  that is the length of the stigma .
TO:0011004,http://purl.obolibrary.org/obo/TO_0011004,inflorescence branch color,INFLBRACL (related)|panicle branch color (related),"An inflorescence branch morphology trait  which is the color of the inflorescence branch .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0011009,http://purl.obolibrary.org/obo/TO_0011009,style length,silk length (narrow)|STYLLG (related),A floral organ length  that is the length of the style .
TO:0011006,http://purl.obolibrary.org/obo/TO_0011006,penultimate leaf lamina width,second leaf width (related)|PENLFLWD (related),"Lamina width of the leaf penultimate to the first leaf below the inflorescence.|In case of cereal crop plants such as rice, corn, wheat etc., first leaf below the inflorescence or the last leaf on the shoot is called the flag leaf. Penultimate leaf is the one below flag leaf."
TO:0011003,http://purl.obolibrary.org/obo/TO_0011003,inflorescence axis color,INFLAXISCL (related),"An inflorescence axis morphology trait  which is the color of an inflorescence axis .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts."
TO:0011002,http://purl.obolibrary.org/obo/TO_0011002,inflorescence primary branch attitude,INFLPBRAATT (related),An inflorescence primary branch morphology trait  which is the attitude of a second order inflorescence axis  in terms of upright and drooping characters.|Associated to the trait inflorescence type .
TO:0011005,http://purl.obolibrary.org/obo/TO_0011005,penultimate leaf length,PENLFLG (related)|second leaf length (related),"Length of the leaf penultimate to the first leaf below the inflorescence.|In case of cereal crop plants such as rice, corn, wheat etc., first leaf below the inflorescence or the last leaf on the shoot is called the flag leaf. Penultimate leaf is the one below flag leaf."
TO:0003016,http://purl.obolibrary.org/obo/TO_0003016,100-grain fresh weight,,"A 100-grain weight  which is the fresh weight of a sample of 100 grains (caryopsis fruit; , with the caryopsis hull ."
TO:0003010,http://purl.obolibrary.org/obo/TO_0003010,tuberous root tuber fresh weight,storage root fresh weight (exact),A tuberous root tuber weight trait  which is the fresh weight of a tuberous root tuber .
TO:0003013,http://purl.obolibrary.org/obo/TO_0003013,subterranean shoot axis tuber dry weight,tuber dry weight (exact),A subterranean shoot axis tuber weight trait  which is the dry weight of a subterranean shoot axis tuber .
TO:0003011,http://purl.obolibrary.org/obo/TO_0003011,tuberous root tuber dry weight,storage root dry weight (exact),A tuberous root tuber weight trait  which is the dry weight of a tuberous root tuber .
TO:0003017,http://purl.obolibrary.org/obo/TO_0003017,100-grain dry weight,,"A grain weight  which is the dry weight of a sample of 100 grains (caryopsis fruit; , with the caryopsis hull ."
TO:0003012,http://purl.obolibrary.org/obo/TO_0003012,subterranean shoot axis tuber fresh weight,tuber fresh weight (exact),A subterranean shoot axis tuber weight trait  which is the fresh weight of a subterranean shoot axis tuber .
TO:0003015,http://purl.obolibrary.org/obo/TO_0003015,grain dry weight,,"A grain weight  which is the dry weight of a grain (caryopsis fruit; , including the caryopsis hull ."
TO:0003014,http://purl.obolibrary.org/obo/TO_0003014,grain fresh weight,,"A grain weight  which is the fresh weight of a grain (caryopsis fruit; , including the caryopsis hull ."
TO:0003018,http://purl.obolibrary.org/obo/TO_0003018,1000-grain fresh weight,,"A grain weight  which is the fresh weight of a sample of 1000 grains (caryopsis fruit; , with the caryopsis hull ."
TO:0003019,http://purl.obolibrary.org/obo/TO_0003019,1000-grain dry weight,,"A grain weight  which is the dry weight of a sample of 1000 grains (caryopsis fruit; , with the caryopsis hull ."
TO:0000323,http://purl.obolibrary.org/obo/TO_0000323,stem rot disease resistance,CULMROTRS (related)|SR (related),"Causal agent: Magnaporthe salvinii (Nakataea sigmoidea, Sclerotium oryzae), and Helminthosporium sigmoideum var. irregulare. Symptoms: dark lesions develop on the stems near the water line. Small, dark bodies (sclerotia) develop, weaken the stem and cause lodging."
TO:0000325,http://purl.obolibrary.org/obo/TO_0000325,soluble protein content,SPROTCN (related),Amount of the soluble protein present in the plant or the plant part.
TO:0000321,http://purl.obolibrary.org/obo/TO_0000321,rubisco to nitrogen content ratio,RUBISCONICNRO (related),A ratio of the amount of rubisco protein to that of the total nitrogen content in a plant or plant part.
TO:0000322,http://purl.obolibrary.org/obo/TO_0000322,phenotypic acceptability,PAcp (related)|overall liking (related),A plant quality trait  which is the evaluation of whether the plant phenotype is meeting the breeding objectives.|Breeding objectives vary for each trait and variety. The evaluation should reflect the overall acceptability of the variety.
TO:0000328,http://purl.obolibrary.org/obo/TO_0000328,sucrose content,saccharose content (related)|SUCROSECN (related),The amount of sucrose present in the plant or the plant part.
TO:0000329,http://purl.obolibrary.org/obo/TO_0000329,tillering ability,Ti (related)|TIAB (related),"Degree of tillering is affected by variety, spacing of plants in the field, season of planting, and environmental conditions e.g. nitrogen levels."
TO:0000327,http://purl.obolibrary.org/obo/TO_0000327,shoot system yield trait,BIOMYLD (related)|BY (related),A yield trait (TO: 0000371) that is the amount of a plant structure  or portion of plant substance  produced by the shoot system  which is harvested.
TO:0000324,http://purl.obolibrary.org/obo/TO_0000324,rubisco to soluble protein ratio,RUBISCOSPROTRO (related),A ratio of the amount of rubisco protein to that of the soluble protein content in a plant or plant part.
TO:0000326,http://purl.obolibrary.org/obo/TO_0000326,leaf color,LFCL (related),"A leaf morphology trait  which is the color of a leaf .|Refer to color : A composite chromatic quality composed of hue, saturation and intensity parts. If you are annotating to this term, please add an additional annotation to vascular leaf morphology  or non-vascular leaf morphology trait , depending on the species."
TO:0000320,http://purl.obolibrary.org/obo/TO_0000320,chlorophyll to rubisco ratio,RUBISCOCHLRO (related),A chlorophyll content trait  which is ratio of the amount of RuBisCo protein to that of the chlorophyll content  in a plant strucure .
TO:0020120,http://purl.obolibrary.org/obo/TO_0020120,involucral bract spine presence,spines on involucral bracts (exact),An inflorescence bract morphology trait  which is the presence of  spines on an involucral bract .
TO:0020122,http://purl.obolibrary.org/obo/TO_0020122,two-spotted spider mite damage response trait,twospotted spider mite damage response (exact),An arachnid damage response trait  which is the response to damage to a plant structure  caused by a two-spotted spider mite  (Tetranychus urticae Koch; NCBITaxon:32264).
TO:0020123,http://purl.obolibrary.org/obo/TO_0020123,ethanol yield from biomass,,"A trait to measure the ethanol yield from the industrial processing of feedstock (biomass).|Often measured as volume/mass unit used by DOE-USA. It's also consistent with the common measure of fuel ethanol (volume, not mass) and common measure of biomass.  Please note that ethanol yield in liters per megagram would depend on both the ethanol conversion process and the composition (not just the quantity) of the biomass. And in most cases (at least for breeding), it probably would be predicted ethanol yield instead of ethanol yield that is directly measured from a pretreatment and fermentation process."
